Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"RVNL","RAIL VIKAS NIGAM LTD","Industrials","Equity","5,229,359.56","0.03","5,229,359.56","1,062,183.00","4.92","India","National Stock Exchange Of India","USD","86.61","INR","-"
"ADANIGREEN","ADANI GREEN ENERGY LTD","Utilities","Equity","5,210,528.17","0.03","5,210,528.17","418,553.00","12.45","India","National Stock Exchange Of India","USD","86.61","INR","-"
"OFSS","ORACLE FINANCIAL SERVICES SOFTWARE","Information Technology","Equity","5,198,928.51","0.03","5,198,928.51","44,906.00","115.77","India","National Stock Exchange Of India","USD","86.61","INR","-"
"IDEA","VODAFONE IDEA LTD","Communication","Equity","5,173,951.77","0.03","5,173,951.77","49,189,458.00","0.11","India","National Stock Exchange Of India","USD","86.61","INR","-"
"SSW","SIBANYE STILLWATER LTD","Materials","Equity","5,171,967.65","0.03","5,171,967.65","5,830,544.00","0.89","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"AC","AYALA CORP","Industrials","Equity","5,164,861.02","0.03","5,164,861.02","526,726.00","9.81","Philippines","Philippine Stock Exchange Inc.","USD","58.64","PHP","-"
"ALKEM","ALKEM LABORATORIES LTD","Health Care","Equity","5,163,488.80","0.03","5,163,488.80","85,088.00","60.68","India","National Stock Exchange Of India","USD","86.61","INR","-"
"4958","ZHEN DING TECHNOLOGY HOLDING LTD","Information Technology","Equity","5,114,420.43","0.03","5,114,420.43","1,427,075.00","3.58","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"CPF.R","CHAROEN POKPHAND FOODS NON-VOTING","Consumer Staples","Equity","5,112,451.47","0.03","5,112,451.47","7,866,100.00","0.65","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"090430","AMOREPACIFIC CORP","Consumer Staples","Equity","5,064,169.29","0.03","5,064,169.29","59,252.00","85.47","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"AUBANK","AU SMALL FINANCE BANK LTD","Financials","Equity","5,058,493.22","0.03","5,058,493.22","733,126.00","6.90","India","National Stock Exchange Of India","USD","86.61","INR","-"
"763","ZTE CORP H","Information Technology","Equity","5,056,170.71","0.03","5,056,170.71","1,531,400.00","3.30","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"SBICARD","SBI CARDS & PAYMENT SERVICES LTD","Financials","Equity","5,047,676.82","0.03","5,047,676.82","590,105.00","8.55","India","National Stock Exchange Of India","USD","86.61","INR","-"
"TATAELXSI","TATA ELXSI LTD","Information Technology","Equity","5,025,984.10","0.03","5,025,984.10","70,073.00","71.72","India","National Stock Exchange Of India","USD","86.61","INR","-"
"2600","ALUMINUM CORPORATION OF CHINA LTD","Materials","Equity","5,021,255.28","0.03","5,021,255.28","7,896,000.00","0.64","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"1818","ZHAOJIN MINING INDUSTRY LTD H","Materials","Equity","5,007,663.20","0.03","5,007,663.20","3,143,500.00","1.59","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"3908","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Equity","5,000,381.55","0.03","5,000,381.55","3,144,000.00","1.59","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"BALKRISIND","BALKRISHNA INDUSTRIES LTD","Consumer Discretionary","Equity","4,979,751.24","0.03","4,979,751.24","159,394.00","31.24","India","National Stock Exchange Of India","USD","86.61","INR","-"
"6186","CHINA FEIHE LTD","Consumer Staples","Equity","4,978,674.07","0.03","4,978,674.07","7,525,000.00","0.66","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"600000","SHANGHAI PUDONG DEVELOPMENT BANK L","Financials","Equity","4,962,128.28","0.03","4,962,128.28","3,540,795.00","1.40","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"1020","BANK ALJAZIRA","Financials","Equity","4,963,440.72","0.03","4,963,440.72","1,016,530.00","4.88","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"1030","SAUDI INVESTMENT BANK","Financials","Equity","4,960,817.80","0.03","4,960,817.80","1,276,611.00","3.89","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"UNTR","UNITED TRACTORS","Energy","Equity","4,958,749.34","0.03","4,958,749.34","3,070,953.00","1.61","Indonesia","Indonesia Stock Exchange","USD","16,365.00","IDR","-"
"300760","SHENZHEN MINDRAY BIO-MEDICAL ELECT","Health Care","Equity","4,937,581.46","0.03","4,937,581.46","154,732.00","31.91","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"KLK","KUALA LUMPUR KEPONG","Consumer Staples","Equity","4,928,730.58","0.03","4,928,730.58","1,078,100.00","4.57","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"9904","POU CHEN CORP","Consumer Discretionary","Equity","4,918,089.75","0.03","4,918,089.75","4,473,220.00","1.10","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"241","ALIBABA HEALTH INFORMATION TECH LT","Consumer Staples","Equity","4,908,050.54","0.03","4,908,050.54","11,542,000.00","0.43","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"4002","AL MOUWASAT MEDICAL SERVICES","Health Care","Equity","4,898,136.78","0.03","4,898,136.78","200,194.00","24.47","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"323410","KAKAOBANK CORP","Financials","Equity","4,876,196.11","0.03","4,876,196.11","344,250.00","14.16","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"270","GUANGDONG INVESTMENT LTD","Utilities","Equity","4,870,109.38","0.03","4,870,109.38","6,436,110.00","0.76","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"005385","HYUNDAI MOTOR S1 PREF","Consumer Discretionary","Equity","4,863,859.45","0.03","4,863,859.45","45,895.00","105.98","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"KALYANKJIL","KALYAN JEWELLERS INDIA LTD","Consumer Discretionary","Equity","4,862,245.45","0.03","4,862,245.45","839,719.00","5.79","India","National Stock Exchange Of India","USD","86.61","INR","-"
"601328","BANK OF COMMUNICATIONS LTD A","Financials","Equity","4,860,147.79","0.03","4,860,147.79","4,892,393.00","0.99","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"LEGN","LEGEND BIOTECH ADR REP CORP","Health Care","Equity","4,858,240.32","0.03","4,858,240.32","148,752.00","32.66","China","NASDAQ","USD","1.00","USD","-"
"1519","FORTUNE ELECTRIC LTD","Industrials","Equity","4,852,436.56","0.03","4,852,436.56","318,900.00","15.22","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"1898","CHINA COAL ENERGY LTD H","Energy","Equity","4,847,971.79","0.03","4,847,971.79","4,179,000.00","1.16","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"NMDC","NMDC LTD","Materials","Equity","4,818,771.46","0.03","4,818,771.46","6,263,752.00","0.77","India","National Stock Exchange Of India","USD","86.61","INR","-"
"JSL","JINDAL STAINLESS LTD","Materials","Equity","4,815,522.90","0.03","4,815,522.90","657,480.00","7.32","India","National Stock Exchange Of India","USD","86.61","INR","-"
"326030","SK BIOPHARMACEUTICALS LTD","Health Care","Equity","4,809,237.16","0.03","4,809,237.16","63,912.00","75.25","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"916","CHINA LONGYUAN POWER GROUP CORP LT","Utilities","Equity","4,771,551.72","0.03","4,771,551.72","6,539,000.00","0.73","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"ASTRAL","ASTRAL LTD","Industrials","Equity","4,769,656.44","0.03","4,769,656.44","275,134.00","17.34","India","National Stock Exchange Of India","USD","86.61","INR","-"
"002475","LUXSHARE PRECISION INDUSTRY LTD A","Information Technology","Equity","4,768,400.50","0.03","4,768,400.50","892,346.00","5.34","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"MINT.R","MINOR INTERNATIONAL PUBLIC NON-VOT","Consumer Discretionary","Equity","4,759,903.61","0.03","4,759,903.61","6,864,020.00","0.69","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"6837","HAITONG SECURITIES COMPANY LTD H","Financials","Equity","4,756,150.80","0.03","4,756,150.80","5,914,000.00","0.80","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"010120","LS ELECTRIC LTD","Industrials","Equity","4,749,139.14","0.03","4,749,139.14","31,117.00","152.62","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"601816","BEIJING-SHANGHAI HIGH SPEED RAILWA","Industrials","Equity","4,742,691.21","0.03","4,742,691.21","6,076,200.00","0.78","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"MBT","METROPOLITAN BANK AND TRUST CO","Financials","Equity","4,728,523.43","0.03","4,728,523.43","3,947,055.00","1.20","Philippines","Philippine Stock Exchange Inc.","USD","58.64","PHP","-"
"KTB.R","KRUNG THAI BANK PUBLIC NON-VOTING","Financials","Equity","4,696,819.09","0.03","4,696,819.09","7,324,700.00","0.64","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"384","CHINA GAS HOLDINGS LTD","Utilities","Equity","4,686,073.27","0.03","4,686,073.27","5,664,000.00","0.83","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"GMRAIRPORT","GMR AIRPORTS LTD","Industrials","Equity","4,676,490.42","0.03","4,676,490.42","5,324,449.00","0.88","India","National Stock Exchange Of India","USD","86.61","INR","-"
"TATACOMM","TATA COMMUNICATIONS LTD","Communication","Equity","4,667,589.09","0.03","4,667,589.09","238,059.00","19.61","India","National Stock Exchange Of India","USD","86.61","INR","-"
"KRW","KRW CASH","Cash and/or Derivatives","Cash","4,660,225.56","0.03","4,660,225.56","6,793,909,832.00","0.07","Korea (South)","-","USD","1,457.85","KRW","-"
"2610","CHINA AIRLINES LTD","Industrials","Equity","4,649,484.44","0.03","4,649,484.44","5,843,000.00","0.80","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"BCI","BANCO DE CREDITO E INVERSION","Financials","Equity","4,650,003.21","0.03","4,650,003.21","166,260.00","27.97","Chile","Santiago Stock Exchange","USD","1,008.25","CLP","-"
"144","CHINA MERCHANTS PORT HOLDINGS LTD","Industrials","Equity","4,648,308.38","0.03","4,648,308.38","2,762,000.00","1.68","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"SDG","SD GUTHRIE","Consumer Staples","Equity","4,644,211.10","0.03","4,644,211.10","4,387,173.00","1.06","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"011790","SKC LTD","Materials","Equity","4,629,872.76","0.03","4,629,872.76","38,680.00","119.70","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"4300","DAR AL ARKAN REAL ESTATE DEVELOPME","Real Estate","Equity","4,617,402.30","0.03","4,617,402.30","1,065,467.00","4.33","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"071050","KOREA INVESTMENT HOLDINGS LTD","Financials","Equity","4,615,890.39","0.03","4,615,890.39","88,894.00","51.93","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"601138","FOXCONN INDUSTRIAL INTERNET LTD A","Information Technology","Equity","4,611,369.62","0.03","4,611,369.62","1,635,697.00","2.82","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600276","JIANGSU HENGRUI MEDICINE LTD A","Health Care","Equity","4,589,801.24","0.03","4,589,801.24","785,141.00","5.85","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000333","MIDEA GROUP LTD A","Consumer Discretionary","Equity","4,540,155.97","0.03","4,540,155.97","447,500.00","10.15","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"9896","MINISO GROUP HOLDING LTD","Consumer Discretionary","Equity","4,525,928.35","0.03","4,525,928.35","782,880.00","5.78","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"601088","CHINA SHENHUA ENERGY LTD A","Energy","Equity","4,516,149.69","0.03","4,516,149.69","835,539.00","5.41","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"2310","SAHARA INTERNATIONAL PETROCHEMICAL","Materials","Equity","4,507,542.09","0.03","4,507,542.09","716,016.00","6.30","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"CONCOR","CONTAINER CORPORATION OF INDIA LTD","Industrials","Equity","4,477,596.82","0.03","4,477,596.82","502,045.00","8.92","India","National Stock Exchange Of India","USD","86.61","INR","-"
"IRCTC","INDIAN RAILWAY CATERING AND TOURIS","Industrials","Equity","4,467,620.26","0.03","4,467,620.26","496,587.00","9.00","India","National Stock Exchange Of India","USD","86.61","INR","-"
"CPIN","CHAROEN POKPHAND INDONESIA","Consumer Staples","Equity","4,460,428.70","0.03","4,460,428.70","15,664,145.00","0.28","Indonesia","Indonesia Stock Exchange","USD","16,365.00","IDR","-"
"9863","ZHEJIANG LEAPMOTOR TECHNOLOGY LTD","Consumer Discretionary","Equity","4,455,136.53","0.03","4,455,136.53","1,032,100.00","4.32","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"BCOLOMBIA","BANCOLOMBIA SA","Financials","Equity","4,441,578.58","0.03","4,441,578.58","516,580.00","8.60","Colombia","Bolsa De Valores De Colombia","USD","4,338.20","COP","-"
"MPHC","MESAIEED PETROCHEMICAL HOLDING","Materials","Equity","4,422,496.41","0.03","4,422,496.41","10,953,952.00","0.40","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"SWB","SUNWAY BHD","Industrials","Equity","4,395,272.97","0.03","4,395,272.97","4,715,500.00","0.93","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"1347","HUA HONG SEMICONDUCTOR LTD","Information Technology","Equity","4,372,844.12","0.03","4,372,844.12","1,395,000.00","3.13","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"BVN","BUENAVENTURA ADR REPRESENTING","Materials","Equity","4,369,271.74","0.03","4,369,271.74","338,966.00","12.89","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"1585","YADEA GROUP HOLDINGS LTD","Consumer Discretionary","Equity","4,367,551.18","0.03","4,367,551.18","2,656,000.00","1.64","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"IOICORP","IOI CORPORATION","Consumer Staples","Equity","4,361,283.67","0.03","4,361,283.67","5,297,020.00","0.82","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"YTLPOWR","YTL POWER INTERNATIONAL","Utilities","Equity","4,357,942.74","0.03","4,357,942.74","5,035,100.00","0.87","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"900948","INNER MONGOLIA YITAI COAL LTD B","Energy","Equity","4,353,030.00","0.03","4,353,030.00","2,198,500.00","1.98","China","Shanghai Stock Exchange","USD","1.00","USD","-"
"3808","SINOTRUK (HONG KONG) LTD","Industrials","Equity","4,337,678.81","0.03","4,337,678.81","1,458,500.00","2.97","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"2359","WUXI APPTEC LTD H","Health Care","Equity","4,336,384.87","0.03","4,336,384.87","650,370.00","6.67","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"STNE","STONECO LTD CLASS A","Financials","Equity","4,325,556.32","0.03","4,325,556.32","505,322.00","8.56","Brazil","NASDAQ","USD","1.00","USD","-"
"902","HUANENG POWER INTERNATIONAL INC H","Utilities","Equity","4,325,824.29","0.03","4,325,824.29","8,418,000.00","0.51","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"AIRPORT","MALAYSIA AIRPORTS HOLDINGS","Industrials","Equity","4,323,473.15","0.03","4,323,473.15","1,787,300.00","2.42","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"MISC","MISC","Industrials","Equity","4,322,319.57","0.03","4,322,319.57","2,750,900.00","1.57","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Consumer Staples","Equity","4,300,214.22","0.03","4,300,214.22","3,033,763.00","1.42","Mexico","Bolsa Mexicana De Valores","USD","20.69","MXN","-"
"RHBBANK","RHB BANK","Financials","Equity","4,291,428.93","0.03","4,291,428.93","3,045,225.00","1.41","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"MER","MANILA ELECTRIC","Utilities","Equity","4,284,695.09","0.03","4,284,695.09","511,720.00","8.37","Philippines","Philippine Stock Exchange Inc.","USD","58.64","PHP","-"
"EXX","EXXARO RESOURCES LTD","Energy","Equity","4,257,891.16","0.03","4,257,891.16","508,481.00","8.37","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"2367","GIANT BIOGENE HOLDING LTD","Consumer Staples","Equity","4,255,618.29","0.03","4,255,618.29","625,600.00","6.80","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"MBK","MBANK SA","Financials","Equity","4,225,039.80","0.03","4,225,039.80","30,836.00","137.02","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.13","PLN","-"
"968","XINYI SOLAR HOLDINGS LTD","Information Technology","Equity","4,214,811.25","0.03","4,214,811.25","9,972,000.00","0.42","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"161390","HANKOOK TIRE & TECHNOLOGY LTD","Consumer Discretionary","Equity","4,213,054.91","0.03","4,213,054.91","152,407.00","27.64","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
