Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"M&M","MAHINDRA AND MAHINDRA LTD","Consumer Discretionary","Equity","63,864,331.66","0.41","63,864,331.66","1,895,998.00","33.68","India","National Stock Exchange Of India","USD","86.61","INR","-"
"VALE3","CIA VALE DO RIO DOCE SH","Materials","Equity","62,328,713.57","0.40","62,328,713.57","6,906,145.00","9.03","Brazil","XBSP","USD","6.04","BRL","-"
"LT","LARSEN AND TOUBRO LTD","Industrials","Equity","56,377,665.38","0.36","56,377,665.38","1,368,268.00","41.20","India","National Stock Exchange Of India","USD","86.61","INR","-"
"PETR4","PETROLEO BRASILEIRO PREF SA","Energy","Equity","55,482,392.74","0.36","55,482,392.74","9,004,852.00","6.16","Brazil","XBSP","USD","6.04","BRL","-"
"1180","THE SAUDI NATIONAL BANK","Financials","Equity","55,448,202.85","0.36","55,448,202.85","5,961,079.00","9.30","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"AXISBANK","AXIS BANK LTD","Financials","Equity","53,249,936.94","0.34","53,249,936.94","4,653,627.00","11.44","India","National Stock Exchange Of India","USD","86.61","INR","-"
"PETR3","PETROLEO BRASILEIRO SA PETROBRAS","Energy","Equity","52,870,784.68","0.34","52,870,784.68","7,673,381.00","6.89","Brazil","XBSP","USD","6.04","BRL","-"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","Financials","Equity","52,602,184.48","0.34","52,602,184.48","9,817,340.00","5.36","Brazil","XBSP","USD","6.04","BRL","-"
"2308","DELTA ELECTRONICS INC","Information Technology","Equity","50,946,834.52","0.33","50,946,834.52","3,975,000.00","12.82","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"005935","SAMSUNG ELECTRONICS NON VOTING PRE","Information Technology","Equity","50,375,870.19","0.32","50,375,870.19","1,674,811.00","30.08","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","Jun 07, 1993"
"KFH","KUWAIT FINANCE HOUSE","Financials","Equity","50,259,710.00","0.32","50,259,710.00","20,488,965.00","2.45","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"NBK","NATIONAL BANK OF KUWAIT","Financials","Equity","48,172,692.09","0.31","48,172,692.09","15,985,046.00","3.01","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"EMAAR","EMAAR PROPERTIES","Real Estate","Equity","47,113,890.12","0.30","47,113,890.12","13,519,478.00","3.48","United Arab Emirates","Dubai Financial Market","USD","3.67","AED","-"
"BAJFINANCE","BAJAJ FINANCE LTD","Financials","Equity","46,939,223.63","0.30","46,939,223.63","566,047.00","82.92","India","National Stock Exchange Of India","USD","86.61","INR","-"
"9888","BAIDU CLASS A INC","Communication","Equity","46,766,738.22","0.30","46,766,738.22","4,628,480.00","10.10","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"105560","KB FINANCIAL GROUP INC","Financials","Equity","46,173,371.75","0.30","46,173,371.75","759,750.00","60.77","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"2881","FUBON FINANCIAL HOLDING LTD","Financials","Equity","46,047,445.48","0.30","46,047,445.48","16,660,826.00","2.76","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"HINDUNILVR","HINDUSTAN UNILEVER LTD","Consumer Staples","Equity","45,341,448.29","0.29","45,341,448.29","1,668,234.00","27.18","India","National Stock Exchange Of India","USD","86.61","INR","-"
"KOTAKBANK","KOTAK MAHINDRA BANK LTD","Financials","Equity","45,075,917.02","0.29","45,075,917.02","2,219,962.00","20.30","India","National Stock Exchange Of India","USD","86.61","INR","-"
"7010","SAUDI TELECOM","Communication","Equity","45,072,111.94","0.29","45,072,111.94","4,026,442.00","11.19","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"2382","QUANTA COMPUTER INC","Information Technology","Equity","43,839,288.70","0.28","43,839,288.70","5,541,000.00","7.91","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"QNBK","QATAR NATIONAL BANK","Financials","Equity","43,417,207.58","0.28","43,417,207.58","9,409,646.00","4.61","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"035420","NAVER CORP","Communication","Equity","42,307,930.86","0.27","42,307,930.86","295,113.00","143.36","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"FSR","FIRSTRAND LTD","Financials","Equity","41,952,825.04","0.27","41,952,825.04","10,263,214.00","4.09","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"3968","CHINA MERCHANTS BANK LTD H","Financials","Equity","41,848,475.44","0.27","41,848,475.44","7,906,467.00","5.29","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"SUNPHARMA","SUN PHARMACEUTICAL INDUSTRIES LTD","Health Care","Equity","40,243,188.73","0.26","40,243,188.73","1,950,946.00","20.63","India","National Stock Exchange Of India","USD","86.61","INR","-"
"068270","CELLTRION INC","Health Care","Equity","40,186,850.50","0.26","40,186,850.50","325,480.00","123.47","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"2891","CTBC FINANCIAL HOLDING LTD","Financials","Equity","40,020,479.46","0.26","40,020,479.46","33,743,772.00","1.19","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"005380","HYUNDAI MOTOR","Consumer Discretionary","Equity","40,000,099.80","0.26","40,000,099.80","275,717.00","145.08","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"HCLTECH","HCL TECHNOLOGIES LTD","Information Technology","Equity","39,861,777.18","0.26","39,861,777.18","1,929,917.00","20.65","India","National Stock Exchange Of India","USD","86.61","INR","-"
"ZOMATO","ZOMATO LTD","Consumer Discretionary","Equity","38,679,012.19","0.25","38,679,012.19","13,464,587.00","2.87","India","National Stock Exchange Of India","USD","86.61","INR","-"
"2882","CATHAY FINANCIAL HOLDING LTD","Financials","Equity","38,545,443.50","0.25","38,545,443.50","19,376,000.00","1.99","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"TATAMOTORS","TATA MOTORS LTD","Consumer Discretionary","Equity","36,950,669.84","0.24","36,950,669.84","4,104,261.00","9.00","India","National Stock Exchange Of India","USD","86.61","INR","-"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Equity","36,639,103.54","0.24","36,639,103.54","5,266,712.00","6.96","Mexico","Bolsa Mexicana De Valores","USD","20.69","MXN","-"
"MARUTI","MARUTI SUZUKI INDIA LTD","Consumer Discretionary","Equity","35,794,035.10","0.23","35,794,035.10","255,441.00","140.13","India","National Stock Exchange Of India","USD","86.61","INR","-"
"FAB","FIRST ABU DHABI BANK","Financials","Equity","34,941,432.92","0.22","34,941,432.92","8,974,817.00","3.89","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"YUMC","YUM CHINA HOLDINGS INC","Consumer Discretionary","Equity","34,703,989.25","0.22","34,703,989.25","777,245.00","44.65","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBRI","BANK RAKYAT INDONESIA (PERSERO)","Financials","Equity","34,449,673.37","0.22","34,449,673.37","137,840,808.00","0.25","Indonesia","Indonesia Stock Exchange","USD","16,365.00","IDR","-"
"3711","ASE TECHNOLOGY HOLDING LTD","Information Technology","Equity","34,299,137.75","0.22","34,299,137.75","6,803,110.00","5.04","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"857","PETROCHINA LTD H","Energy","Equity","34,274,824.48","0.22","34,274,824.48","42,824,000.00","0.80","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"000270","KIA CORPORATION CORP","Consumer Discretionary","Equity","33,872,322.26","0.22","33,872,322.26","486,510.00","69.62","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"1211","SAUDI ARABIAN MINING","Materials","Equity","33,844,262.05","0.22","33,844,262.05","2,634,516.00","12.85","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"NTPC","NTPC LTD","Utilities","Equity","33,455,820.05","0.21","33,455,820.05","8,884,282.00","3.77","India","National Stock Exchange Of India","USD","86.61","INR","-"
"POWERGRID","POWER GRID CORPORATION OF INDIA LT","Utilities","Equity","33,103,168.25","0.21","33,103,168.25","9,474,770.00","3.49","India","National Stock Exchange Of India","USD","86.61","INR","-"
"2010","SAUDI BASIC INDUSTRIES","Materials","Equity","32,610,802.13","0.21","32,610,802.13","1,809,996.00","18.02","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"SBK","STANDARD BANK GROUP","Financials","Equity","32,473,297.19","0.21","32,473,297.19","2,724,683.00","11.92","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"SBIN","STATE BANK OF INDIA","Financials","Equity","31,983,738.56","0.21","31,983,738.56","3,625,326.00","8.82","India","National Stock Exchange Of India","USD","86.61","INR","-"
"PBBANK","PUBLIC BANK","Financials","Equity","31,961,743.01","0.21","31,961,743.01","32,436,850.00","0.99","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"GMEXICOB","GRUPO MEXICO B","Materials","Equity","31,849,834.59","0.20","31,849,834.59","6,388,188.00","4.99","Mexico","Bolsa Mexicana De Valores","USD","20.69","MXN","-"
"2082","ACWA POWER CO","Utilities","Equity","31,650,289.13","0.20","31,650,289.13","298,072.00","106.18","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"ITC","ITC LTD","Consumer Staples","Equity","31,638,664.71","0.20","31,638,664.71","6,224,954.00","5.08","India","National Stock Exchange Of India","USD","86.61","INR","-"
"EAND","EMIRATES TELECOM","Communication","Equity","31,477,615.45","0.20","31,477,615.45","7,067,071.00","4.45","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"600519","KWEICHOW MOUTAI LTD A","Consumer Staples","Equity","30,786,514.37","0.20","30,786,514.37","155,087.00","198.51","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"WEGE3","WEG SA","Industrials","Equity","30,635,083.74","0.20","30,635,083.74","3,414,480.00","8.97","Brazil","XBSP","USD","6.04","BRL","-"
"1288","AGRICULTURAL BANK OF CHINA LTD H","Financials","Equity","30,071,061.61","0.19","30,071,061.61","55,998,000.00","0.54","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"055550","SHINHAN FINANCIAL GROUP LTD","Financials","Equity","29,848,757.42","0.19","29,848,757.42","879,980.00","33.92","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Consumer Staples","Equity","29,353,854.20","0.19","29,353,854.20","3,553,072.00","8.26","Mexico","Bolsa Mexicana De Valores","USD","20.69","MXN","-"
"2412","CHUNGHWA TELECOM LTD","Communication","Equity","28,830,870.91","0.19","28,830,870.91","7,655,410.00","3.77","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"2303","UNITED MICRO ELECTRONICS CORP","Information Technology","Equity","28,786,381.38","0.18","28,786,381.38","23,005,000.00","1.25","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"ULTRACEMCO","ULTRATECH CEMENT LTD","Materials","Equity","28,753,388.52","0.18","28,753,388.52","235,381.00","122.16","India","National Stock Exchange Of India","USD","86.61","INR","-"
"CPI","CAPITEC LTD","Financials","Equity","28,744,036.14","0.18","28,744,036.14","177,900.00","161.57","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"1024","KUAISHOU TECHNOLOGY","Communication","Equity","28,432,521.41","0.18","28,432,521.41","5,431,100.00","5.24","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"2886","MEGA FINANCIAL HOLDING LTD","Financials","Equity","28,408,855.52","0.18","28,408,855.52","24,107,623.00","1.18","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"2015","LI AUTO CLASS A INC","Consumer Discretionary","Equity","28,027,763.22","0.18","28,027,763.22","2,514,890.00","11.14","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"GFI","GOLD FIELDS LTD","Materials","Equity","27,995,028.84","0.18","27,995,028.84","1,821,581.00","15.37","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"TITAN","TITAN COMPANY LTD","Consumer Discretionary","Equity","27,877,545.43","0.18","27,877,545.43","719,150.00","38.76","India","National Stock Exchange Of India","USD","86.61","INR","-"
"ANG","ANGLOGOLD ASHANTI PLC","Materials","Equity","27,727,007.00","0.18","27,727,007.00","1,023,213.00","27.10","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"1088","CHINA SHENHUA ENERGY LTD H","Energy","Equity","27,434,506.26","0.18","27,434,506.26","6,855,500.00","4.00","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"WALMEX*","WALMART DE MEXICO V","Consumer Staples","Equity","27,249,775.20","0.17","27,249,775.20","10,520,000.00","2.59","Mexico","Bolsa Mexicana De Valores","USD","20.69","MXN","-"
"386","CHINA PETROLEUM AND CHEMICAL CORP","Energy","Equity","27,224,259.15","0.17","27,224,259.15","49,396,800.00","0.55","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"BMRI","BANK MANDIRI (PERSERO)","Financials","Equity","27,159,121.60","0.17","27,159,121.60","75,652,600.00","0.36","Indonesia","Indonesia Stock Exchange","USD","16,365.00","IDR","-"
"OTP","OTP BANK","Financials","Equity","26,896,712.74","0.17","26,896,712.74","454,134.00","59.23","Hungary","Budapest Stock Exchange","USD","400.83","HUF","-"
"CIMB","CIMB GROUP HOLDINGS","Financials","Equity","26,628,158.46","0.17","26,628,158.46","15,035,900.00","1.77","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"2357","ASUSTEK COMPUTER INC","Information Technology","Equity","26,623,158.34","0.17","26,623,158.34","1,460,968.00","18.22","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"TRENT","TRENT LTD","Consumer Discretionary","Equity","26,506,720.34","0.17","26,506,720.34","369,296.00","71.78","India","National Stock Exchange Of India","USD","86.61","INR","-"
"2628","CHINA LIFE INSURANCE LTD H","Financials","Equity","26,416,418.40","0.17","26,416,418.40","15,031,000.00","1.76","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"PKO","POWSZECHNA KASA OSZCZEDNOSCI BANK","Financials","Equity","26,187,842.29","0.17","26,187,842.29","1,779,305.00","14.72","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.13","PLN","-"
"2020","ANTA SPORTS PRODUCTS LTD","Consumer Discretionary","Equity","25,978,671.01","0.17","25,978,671.01","2,589,202.00","10.03","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"AMXB","AMERICA MOVIL B","Communication","Equity","25,607,044.16","0.16","25,607,044.16","37,118,550.00","0.69","Mexico","Bolsa Mexicana De Valores","USD","20.69","MXN","-"
"DELTA.R","DELTA ELECTRONICS (THAILAND) NON-V","Information Technology","Equity","25,466,479.04","0.16","25,466,479.04","6,337,200.00","4.02","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"005490","POSCO","Materials","Equity","25,433,576.84","0.16","25,433,576.84","142,609.00","178.34","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"207940","SAMSUNG BIOLOGICS LTD","Health Care","Equity","25,222,351.41","0.16","25,222,351.41","36,227.00","696.23","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"BAP","CREDICORP LTD","Financials","Equity","25,029,678.80","0.16","25,029,678.80","137,420.00","182.14","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAYBANK","MALAYAN BANKING","Financials","Equity","24,634,169.11","0.16","24,634,169.11","10,946,900.00","2.25","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"2884","E.SUN FINANCIAL HOLDING LTD","Financials","Equity","24,551,354.91","0.16","24,551,354.91","29,288,610.00","0.84","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"BEL","BHARAT ELECTRONICS LTD","Industrials","Equity","24,289,586.90","0.16","24,289,586.90","7,456,038.00","3.26","India","National Stock Exchange Of India","USD","86.61","INR","-"
"1216","UNI-PRESIDENT ENTERPRISES CORP","Consumer Staples","Equity","23,412,168.73","0.15","23,412,168.73","9,819,839.00","2.38","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"EMIRATESNBD","EMIRATES NBD","Financials","Equity","23,372,156.00","0.15","23,372,156.00","3,858,244.00","6.06","United Arab Emirates","Dubai Financial Market","USD","3.67","AED","-"
"2345","ACCTON TECHNOLOGY CORP","Information Technology","Equity","23,362,803.91","0.15","23,362,803.91","1,048,000.00","22.29","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"1010","RIYAD BANK","Financials","Equity","23,089,065.61","0.15","23,089,065.61","3,002,779.00","7.69","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"TATASTEEL","TATA STEEL LTD","Materials","Equity","22,983,822.81","0.15","22,983,822.81","15,279,620.00","1.50","India","National Stock Exchange Of India","USD","86.61","INR","-"
"086790","HANA FINANCIAL GROUP INC","Financials","Equity","22,964,335.43","0.15","22,964,335.43","584,268.00","39.30","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"373220","LG ENERGY SOLUTION LTD","Industrials","Equity","22,819,945.81","0.15","22,819,945.81","94,916.00","240.42","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"175","GEELY AUTOMOBILE HOLDINGS LTD","Consumer Discretionary","Equity","22,656,620.35","0.15","22,656,620.35","12,350,000.00","1.83","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"6160","BEIGENE LTD","Health Care","Equity","22,583,912.51","0.14","22,583,912.51","1,418,822.00","15.92","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"2899","ZIJIN MINING GROUP LTD H","Materials","Equity","22,320,554.47","0.14","22,320,554.47","11,552,000.00","1.93","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"2885","YUANTA FINANCIAL HOLDING LTD","Financials","Equity","22,247,676.36","0.14","22,247,676.36","21,232,344.00","1.05","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"BEKE","KE HOLDINGS ADR REPRESENTING INC","Real Estate","Equity","22,166,251.20","0.14","22,166,251.20","1,296,272.00","17.10","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2328","PICC PROPERTY AND CASUALTY LTD H","Financials","Equity","21,409,473.76","0.14","21,409,473.76","14,075,192.00","1.52","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"012330","HYUNDAI MOBIS LTD","Consumer Discretionary","Equity","21,218,071.13","0.14","21,218,071.13","122,506.00","173.20","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"TECHM","TECH MAHINDRA LTD","Information Technology","Equity","20,981,411.04","0.13","20,981,411.04","1,094,501.00","19.17","India","National Stock Exchange Of India","USD","86.61","INR","-"
"BBDC4","BANCO BRADESCO PREF SA","Financials","Equity","20,765,240.70","0.13","20,765,240.70","10,817,275.00","1.92","Brazil","XBSP","USD","6.04","BRL","-"
"QIBK","QATAR ISLAMIC BANK","Financials","Equity","20,686,637.65","0.13","20,686,637.65","3,631,632.00","5.70","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"ASIANPAINT","ASIAN PAINTS LTD","Materials","Equity","20,218,602.87","0.13","20,218,602.87","774,495.00","26.11","India","National Stock Exchange Of India","USD","86.61","INR","-"
"1150","ALINMA BANK","Financials","Equity","19,721,406.52","0.13","19,721,406.52","2,478,885.00","7.96","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"HINDALCO","HINDALCO INDUSTRIES LTD","Materials","Equity","19,710,553.34","0.13","19,710,553.34","2,766,825.00","7.12","India","National Stock Exchange Of India","USD","86.61","INR","-"
"ADVANC.R","ADVANCED INFO SERVICE NON-VOTING D","Communication","Equity","19,677,702.02","0.13","19,677,702.02","2,388,000.00","8.24","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"ONGC","OIL AND NATURAL GAS LTD","Energy","Equity","19,675,552.94","0.13","19,675,552.94","6,392,691.00","3.08","India","National Stock Exchange Of India","USD","86.61","INR","-"
"992","LENOVO GROUP LTD","Information Technology","Equity","19,524,942.99","0.13","19,524,942.99","16,466,000.00","1.19","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"1109","CHINA RESOURCES LAND LTD","Real Estate","Equity","19,442,030.37","0.12","19,442,030.37","6,551,333.00","2.97","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"HAL","HINDUSTAN AERONAUTICS LTD","Industrials","Equity","19,400,636.05","0.12","19,400,636.05","408,174.00","47.53","India","National Stock Exchange Of India","USD","86.61","INR","-"
"1060","SAUDI AWWAL BANK","Financials","Equity","19,315,374.68","0.12","19,315,374.68","2,044,324.00","9.45","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"2892","FIRST FINANCIAL HOLDING LTD","Financials","Equity","19,136,634.24","0.12","19,136,634.24","22,787,821.00","0.84","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"CPALL.R","CP ALL NON-VOTING DR PCL","Consumer Staples","Equity","18,980,146.53","0.12","18,980,146.53","11,786,500.00","1.61","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"MTN","MTN GROUP LTD","Communication","Equity","18,941,430.27","0.12","18,941,430.27","3,437,672.00","5.51","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"B3SA3","B3 BRASIL BOLSA BALCAO SA","Financials","Equity","18,883,502.66","0.12","18,883,502.66","11,015,559.00","1.71","Brazil","XBSP","USD","6.04","BRL","-"
"MAXHEALTH","MAX HEALTHCARE INSTITUTE LTD","Health Care","Equity","18,884,468.71","0.12","18,884,468.71","1,593,127.00","11.85","India","National Stock Exchange Of India","USD","86.61","INR","-"
"JIOFIN","JIO FINANCIAL SERVICES LTD","Financials","Equity","18,745,279.08","0.12","18,745,279.08","5,819,099.00","3.22","India","National Stock Exchange Of India","USD","86.61","INR","-"
"300750","CONTEMPORARY AMPEREX TECHNOLOGY LT","Industrials","Equity","18,653,548.71","0.12","18,653,548.71","543,534.00","34.32","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"PTT.R","PTT NON-VOTING DR PCL","Energy","Equity","18,391,471.06","0.12","18,391,471.06","20,613,400.00","0.89","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"9633","NONGFU SPRING LTD H","Consumer Staples","Equity","18,299,642.21","0.12","18,299,642.21","4,105,000.00","4.46","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"INDIGO","INTERGLOBE AVIATION LTD","Industrials","Equity","18,196,832.74","0.12","18,196,832.74","385,318.00","47.23","India","National Stock Exchange Of India","USD","86.61","INR","-"
"SHFL","SHRIRAM FINANCE LTD","Financials","Equity","18,136,438.69","0.12","18,136,438.69","2,983,470.00","6.08","India","National Stock Exchange Of India","USD","86.61","INR","-"
"3034","NOVATEK MICROELECTRONICS CORP","Information Technology","Equity","18,134,272.83","0.12","18,134,272.83","1,180,000.00","15.37","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"3231","WISTRON CORP","Information Technology","Equity","17,896,766.94","0.11","17,896,766.94","5,612,000.00","3.19","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"006400","SAMSUNG SDI LTD","Information Technology","Equity","17,889,680.01","0.11","17,889,680.01","111,455.00","160.51","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"DRREDDY","DR REDDYS LABORATORIES LTD","Health Care","Equity","17,879,909.16","0.11","17,879,909.16","1,182,663.00","15.12","India","National Stock Exchange Of India","USD","86.61","INR","-"
"ABEV3","AMBEV SA","Consumer Staples","Equity","17,752,616.53","0.11","17,752,616.53","9,664,851.00","1.84","Brazil","XBSP","USD","6.04","BRL","-"
"9901","NEW ORIENTAL EDUCATION & TECHNOLOG","Consumer Discretionary","Equity","17,714,014.09","0.11","17,714,014.09","2,997,500.00","5.91","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"CIPLA","CIPLA LTD","Health Care","Equity","17,707,683.80","0.11","17,707,683.80","1,063,345.00","16.65","India","National Stock Exchange Of India","USD","86.61","INR","-"
"ABG","ABSA GROUP LTD","Financials","Equity","17,700,932.94","0.11","17,700,932.94","1,725,216.00","10.26","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"ADCB","ABU DHABI COMMERCIAL BANK","Financials","Equity","17,624,473.84","0.11","17,624,473.84","5,993,953.00","2.94","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"9868","XPENG CLASS A INC","Consumer Discretionary","Equity","17,568,989.93","0.11","17,568,989.93","2,523,176.00","6.96","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"NESTLEIND","NESTLE INDIA LTD","Consumer Staples","Equity","17,484,213.03","0.11","17,484,213.03","682,982.00","25.60","India","National Stock Exchange Of India","USD","86.61","INR","-"
"ITSA4","ITAUSA INVESTIMENTOS ITAU PREF SA","Financials","Equity","17,419,103.52","0.11","17,419,103.52","11,620,948.00","1.50","Brazil","XBSP","USD","6.04","BRL","-"
"WIPRO","WIPRO LTD","Information Technology","Equity","17,252,921.24","0.11","17,252,921.24","5,299,789.00","3.26","India","National Stock Exchange Of India","USD","86.61","INR","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","17,210,248.00","0.11","17,210,248.00","175,400.00","98.12","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"196170","ALTEOGEN INC","Health Care","Equity","17,099,855.95","0.11","17,099,855.95","81,070.00","210.93","Korea (South)","Korea Exchange (Kosdaq)","USD","1,457.85","KRW","-"
"012450","HANWHA AEROSPACE LTD","Industrials","Equity","17,039,006.07","0.11","17,039,006.07","64,942.00","262.37","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"3008","LARGAN PRECISION LTD","Information Technology","Equity","16,914,549.51","0.11","16,914,549.51","204,000.00","82.91","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"SLM","SANLAM LIMITED LTD","Financials","Equity","16,912,732.47","0.11","16,912,732.47","3,689,181.00","4.58","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"COALINDIA","COAL INDIA LTD","Energy","Equity","16,859,713.55","0.11","16,859,713.55","3,766,851.00","4.48","India","National Stock Exchange Of India","USD","86.61","INR","-"
"TENAGA","TENAGA NASIONAL","Utilities","Equity","16,849,844.65","0.11","16,849,844.65","5,582,750.00","3.02","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"2883","KGI FINANCIAL HOLDING LTD","Financials","Equity","16,812,876.81","0.11","16,812,876.81","32,467,588.00","0.52","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"BID","BID CORPORATION LTD","Consumer Staples","Equity","16,726,824.23","0.11","16,726,824.23","683,117.00","24.49","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"6669","WIWYNN CORPORATION CORP","Information Technology","Equity","16,723,208.46","0.11","16,723,208.46","228,000.00","73.35","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"2057","ZTO EXPRESS (CAYMAN) INC","Industrials","Equity","16,706,293.54","0.11","16,706,293.54","864,634.00","19.32","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
